Time (UTCG),Azimuth (deg),Elevation (deg),Range (km)
2020/8/18 4:00:00,242.004,-19.255,43848.98652
2020/8/18 4:01:00,242.692,-20.643,44017.99237
2020/8/18 4:02:00,243.457,-21.985,44180.42266
2020/8/18 4:03:00,244.297,-23.277,44335.90186
2020/8/18 4:04:00,245.212,-24.516,44484.08366
2020/8/18 4:04:19,245.522,-24.903,44530.14633
2020/8/18 4:37:12,290.247,-24.876,44529.07359
2020/8/18 4:38:11,291,-23.816,44402.82357
2020/8/18 4:39:11,291.693,-22.712,44270.5424
2020/8/18 4:40:11,292.319,-21.578,44133.96357
2020/8/18 4:41:11,292.877,-20.418,43993.45788
2020/8/18 4:42:11,293.368,-19.233,43849.40384
2020/8/18 4:43:11,293.792,-18.028,43702.18702
2020/8/18 4:44:11,294.151,-16.805,43552.19948
2020/8/18 4:45:11,294.445,-15.566,43399.83903
2020/8/18 4:46:11,294.674,-14.314,43245.50874
2020/8/18 4:47:11,294.84,-13.053,43089.61609
2020/8/18 4:48:11,294.942,-11.785,42932.57242
2020/8/18 4:49:11,294.981,-10.512,42774.79216
2020/8/18 4:50:11,294.958,-9.237,42616.69218
2020/8/18 4:51:11,294.873,-7.963,42458.69098
2020/8/18 4:52:11,294.726,-6.693,42301.20799
2020/8/18 4:53:11,294.518,-5.429,42144.66274
2020/8/18 4:54:11,294.248,-4.174,41989.47404
2020/8/18 4:55:11,293.918,-2.931,41836.0592
2020/8/18 4:56:11,293.528,-1.703,41684.83308
2020/8/18 4:57:11,293.077,-0.492,41536.20725
2020/8/18 4:58:11,292.566,0.698,41390.58904
2020/8/18 4:59:11,291.995,1.865,41248.38058
2020/8/18 5:00:11,291.365,3.005,41109.97779
2020/8/18 5:01:11,290.676,4.115,40975.76944
2020/8/18 5:02:11,289.929,5.193,40846.13602
2020/8/18 5:03:11,289.123,6.234,40721.44877
2020/8/18 5:04:11,288.262,7.237,40602.06846
2020/8/18 5:05:11,287.344,8.196,40488.34446
2020/8/18 5:06:11,286.372,9.11,40380.61354
2020/8/18 5:07:11,285.347,9.975,40279.19874
2020/8/18 5:08:11,284.271,10.788,40184.40833
2020/8/18 5:09:11,283.146,11.545,40096.53457
2020/8/18 5:10:11,281.975,12.243,40015.85279
2020/8/18 5:11:11,280.76,12.881,39942.62015
2020/8/18 5:12:11,279.505,13.454,39877.07472
2020/8/18 5:13:11,278.213,13.96,39819.43438
2020/8/18 5:14:11,276.888,14.396,39769.8959
2020/8/18 5:15:11,275.534,14.762,39728.63401
2020/8/18 5:16:11,274.156,15.053,39695.80058
2020/8/18 5:17:11,272.759,15.27,39671.5238
2020/8/18 5:18:11,271.347,15.41,39655.90753
2020/8/18 5:19:11,269.926,15.473,39649.0306
2020/8/18 5:20:11,268.502,15.458,39650.9464
2020/8/18 5:21:11,267.078,15.365,39661.68234
2020/8/18 5:22:11,265.662,15.194,39681.2396
2020/8/18 5:23:11,264.258,14.946,39709.59287
2020/8/18 5:24:11,262.872,14.621,39746.69027
2020/8/18 5:25:11,261.508,14.221,39792.45331
2020/8/18 5:26:11,260.172,13.746,39846.77706
