Time (UTCG),Azimuth (deg),Elevation (deg),Range (km)
2020/8/18 4:00:00,176.122,-21.67,44253.85809
2020/8/18 4:00:28,176.203,-23.296,44449.87967
2020/8/18 4:00:55,176.282,-24.916,44643.54922
2020/8/18 4:39:57,354.299,-24.793,44612.50886
2020/8/18 4:40:57,354.158,-21.272,44189.21483
2020/8/18 4:41:57,353.995,-17.697,43752.97303
2020/8/18 4:42:57,353.809,-14.089,43308.26597
2020/8/18 4:43:57,353.598,-10.448,42856.83367
2020/8/18 4:44:57,353.361,-6.773,42400.49398
2020/8/18 4:45:57,353.092,-3.062,41941.13974
2020/8/18 4:46:57,352.79,0.686,41480.73527
2020/8/18 4:47:57,352.449,4.471,41021.31177
2020/8/18 4:48:57,352.063,8.294,40564.96168
2020/8/18 4:49:57,351.626,12.154,40113.83175
2020/8/18 4:50:57,351.129,16.052,39670.1147
2020/8/18 4:51:57,350.561,19.986,39236.03929
2020/8/18 4:52:57,349.909,23.955,38813.85864
2020/8/18 4:53:57,349.155,27.957,38405.83679
2020/8/18 4:54:57,348.278,31.988,38014.23332
2020/8/18 4:55:57,347.248,36.044,37641.28608
2020/8/18 4:56:57,346.027,40.119,37289.19205
2020/8/18 4:57:57,344.562,44.203,36960.08648
2020/8/18 4:58:57,342.782,48.286,36656.02064
2020/8/18 4:59:57,340.583,52.35,36378.93837
2020/8/18 5:00:57,337.818,56.371,36130.65199
2020/8/18 5:01:57,334.268,60.315,35912.81819
2020/8/18 5:02:57,329.604,64.126,35726.91442
2020/8/18 5:03:57,323.33,67.718,35574.21665
2020/8/18 5:04:57,314.737,70.946,35455.7791
2020/8/18 5:05:57,302.98,73.577,35372.41689
2020/8/18 5:06:57,287.643,75.276,35324.69202
2020/8/18 5:07:57,269.942,75.7,35312.90355
2020/8/18 5:08:57,252.903,74.742,35337.08217
2020/8/18 5:09:57,238.994,72.635,35396.98953
2020/8/18 5:10:57,228.629,69.745,35492.12233
2020/8/18 5:11:57,221.103,66.369,35621.72101
2020/8/18 5:12:57,215.595,62.7,35784.78268
2020/8/18 5:13:57,211.486,58.857,35980.07781
2020/8/18 5:14:57,208.354,54.911,36206.16989
2020/8/18 5:15:57,205.92,50.909,36461.43755
2020/8/18 5:16:57,203.998,46.879,36744.09823
2020/8/18 5:17:57,202.462,42.843,37052.23258
2020/8/18 5:18:57,201.224,38.815,37383.80924
2020/8/18 5:19:57,200.22,34.806,37736.70883
2020/8/18 5:20:57,199.406,30.824,38108.7473
2020/8/18 5:21:57,198.749,26.873,38497.69756
2020/8/18 5:22:57,198.223,22.958,38901.30975
2020/8/18 5:23:57,197.81,19.083,39317.32932
2020/8/18 5:24:57,197.497,15.248,39743.51345
2020/8/18 5:25:57,197.272,11.457,40177.64525
2020/8/18 5:26:57,197.128,7.709,40617.54615
2020/8/18 5:27:57,197.06,4.005,41061.08639
2020/8/18 5:28:57,197.063,0.346,41506.19383
2020/8/18 5:29:57,197.136,-3.269,41950.86116
2020/8/18 5:30:57,197.279,-6.84,42393.15174
2020/8/18 5:31:57,197.491,-10.366,42831.20409
2020/8/18 5:32:57,197.776,-13.848,43263.23546
2020/8/18 5:33:57,198.137,-17.286,43687.54428
2020/8/18 5:34:57,198.578,-20.68,44102.51197
2020/8/18 5:35:57,199.107,-24.031,44506.60393
2020/8/18 5:36:12,199.258,-24.885,44608.56762
2020/8/18 6:14:22,331.609,-24.721,44574.68607
2020/8/18 6:15:22,331.837,-21.547,44193.16899
2020/8/18 6:16:22,331.954,-18.342,43802.68757
2020/8/18 6:17:22,331.964,-15.114,43405.43502
2020/8/18 6:18:22,331.868,-11.865,43003.04429
2020/8/18 6:19:22,331.667,-8.597,42597.2082
2020/8/18 6:20:22,331.359,-5.313,42189.67532
2020/8/18 6:21:22,330.941,-2.015,41782.24502
2020/8/18 6:22:22,330.409,1.293,41376.76163
2020/8/18 6:23:22,329.756,4.606,40975.10768
2020/8/18 6:24:22,328.974,7.921,40579.19603
2020/8/18 6:25:22,328.052,11.23,40190.96085
2020/8/18 6:26:22,326.976,14.526,39812.34745
2020/8/18 6:27:22,325.732,17.802,39445.30086
2020/8/18 6:28:22,324.301,21.047,39091.75311
2020/8/18 6:29:22,322.66,24.248,38753.6094
