Time (UTCG),Azimuth (deg),Elevation (deg),Range (km)
2020/8/18 4:00:00,251.569,10.489,40360.48708
2020/8/18 4:01:00,250.598,9.168,40515.51058
2020/8/18 4:02:00,249.724,7.811,40676.10302
2020/8/18 4:03:00,248.948,6.423,40841.45835
2020/8/18 4:04:00,248.267,5.011,41010.77335
2020/8/18 4:05:00,247.679,3.582,41183.25182
2020/8/18 4:06:00,247.184,2.142,41358.10852
2020/8/18 4:07:00,246.779,0.696,41534.57272
2020/8/18 4:08:00,246.462,-0.75,41711.89149
2020/8/18 4:09:00,246.231,-2.192,41889.33262
2020/8/18 4:10:00,246.084,-3.625,42066.18733
2020/8/18 4:11:00,246.02,-5.044,42241.77259
2020/8/18 4:12:00,246.036,-6.445,42415.43321
2020/8/18 4:13:00,246.13,-7.823,42586.54364
2020/8/18 4:14:00,246.3,-9.175,42754.50951
2020/8/18 4:15:00,246.546,-10.498,42918.76894
2020/8/18 4:16:00,246.863,-11.787,43078.7936
2020/8/18 4:17:00,247.252,-13.039,43234.08958
2020/8/18 4:18:00,247.709,-14.252,43384.19804
2020/8/18 4:19:00,248.232,-15.421,43528.69569
2020/8/18 4:20:00,248.819,-16.545,43667.19508
2020/8/18 4:21:00,249.468,-17.62,43799.3448
2020/8/18 4:22:00,250.175,-18.644,43924.82938
2020/8/18 4:23:00,250.939,-19.614,44043.36929
2020/8/18 4:24:00,251.756,-20.528,44154.72053
2020/8/18 4:25:00,252.622,-21.385,44258.67438
2020/8/18 4:26:00,253.534,-22.182,44355.05687
2020/8/18 4:27:00,254.489,-22.917,44443.72824
2020/8/18 4:28:00,255.482,-23.59,44524.58217
2020/8/18 4:29:00,256.509,-24.199,44597.54515
2020/8/18 4:29:52,257.424,-24.675,44654.41566
2020/8/18 4:46:20,274.808,-24.875,44681.61529
2020/8/18 4:47:19,275.633,-24.44,44630.06366
2020/8/18 4:48:19,276.422,-23.965,44573.59759
2020/8/18 4:49:19,277.168,-23.458,44513.03682
2020/8/18 4:50:19,277.867,-22.92,44448.71895
2020/8/18 4:51:19,278.52,-22.356,44380.98426
2020/8/18 4:52:19,279.127,-21.767,44310.17409
2020/8/18 4:53:19,279.686,-21.158,44236.62932
2020/8/18 4:54:19,280.199,-20.53,44160.68883
2020/8/18 4:55:19,280.666,-19.887,44082.68796
2020/8/18 4:56:19,281.086,-19.232,44002.95711
2020/8/18 4:57:19,281.462,-18.566,43921.82028
2020/8/18 4:58:19,281.794,-17.894,43839.59374
2020/8/18 4:59:19,282.082,-17.216,43756.58474
2020/8/18 5:00:19,282.328,-16.535,43673.09029
2020/8/18 5:01:19,282.532,-15.854,43589.396
2020/8/18 5:02:19,282.698,-15.175,43505.77504
2020/8/18 5:03:19,282.825,-14.5,43422.4872
2020/8/18 5:04:19,282.914,-13.83,43339.77796
2020/8/18 5:05:19,282.969,-13.167,43257.8778
2020/8/18 5:06:19,282.99,-12.513,43177.00149
2020/8/18 5:07:19,282.978,-11.87,43097.3476
2020/8/18 5:08:19,282.935,-11.238,43019.09806
2020/8/18 5:09:19,282.863,-10.619,42942.41784
2020/8/18 5:10:19,282.764,-10.015,42867.4548
2020/8/18 5:11:19,282.638,-9.425,42794.33965
2020/8/18 5:12:19,282.488,-8.851,42723.18598
2020/8/18 5:13:19,282.316,-8.294,42654.09047
2020/8/18 5:14:19,282.121,-7.753,42587.13322
2020/8/18 5:15:19,281.908,-7.231,42522.37815
2020/8/18 5:16:19,281.675,-6.726,42459.87356
2020/8/18 5:17:19,281.426,-6.24,42399.65279
2020/8/18 5:18:19,281.162,-5.771,42341.73494
2020/8/18 5:19:19,280.883,-5.322,42286.12572
2020/8/18 5:20:19,280.592,-4.89,42232.81842
2020/8/18 5:21:19,280.289,-4.477,42181.79487
2020/8/18 5:22:19,279.975,-4.082,42133.02653
2020/8/18 5:23:19,279.652,-3.704,42086.47567
2020/8/18 5:24:19,279.32,-3.344,42042.09643
2020/8/18 5:25:19,278.981,-3,41999.83621
2020/8/18 5:26:19,278.635,-2.674,41959.63679
2020/8/18 5:27:19,278.283,-2.363,41921.43566
2020/8/18 5:28:19,277.925,-2.067,41885.16724
2020/8/18 5:29:19,277.562,-1.787,41850.7642
2020/8/18 5:30:19,277.195,-1.52,41818.15866
2020/8/18 5:31:19,276.824,-1.268,41787.28345
2020/8/18 5:32:19,276.448,-1.029,41758.07328
2020/8/18 5:33:19,276.069,-0.803,41730.46586
2020/8/18 5:34:19,275.686,-0.59,41704.40303
2020/8/18 5:35:19,275.3,-0.388,41679.83174
2020/8/18 5:36:19,274.91,-0.199,41656.70504
2020/8/18 5:37:19,274.516,-0.02,41634.98293
2020/8/18 5:38:19,274.119,0.147,41614.63312
2020/8/18 5:39:19,273.717,0.304,41595.63178
2020/8/18 5:40:19,273.31,0.449,41577.9641
2020/8/18 5:41:19,272.9,0.584,41561.62477
2020/8/18 5:42:19,272.484,0.708,41546.61841
2020/8/18 5:43:19,272.063,0.821,41532.9598
2020/8/18 5:44:19,271.636,0.922,41520.67407
2020/8/18 5:45:19,271.204,1.013,41509.79673
2020/8/18 5:46:19,270.765,1.091,41500.37363
2020/8/18 5:47:19,270.32,1.157,41492.46072
2020/8/18 5:48:19,269.869,1.21,41486.12381
2020/8/18 5:49:19,269.411,1.249,41481.43808
2020/8/18 5:50:19,268.947,1.274,41478.48761
2020/8/18 5:51:19,268.475,1.284,41477.3647
2020/8/18 5:52:19,267.998,1.279,41478.16912
2020/8/18 5:53:19,267.513,1.256,41481.00728
2020/8/18 5:54:19,267.022,1.216,41485.99123
2020/8/18 5:55:19,266.526,1.158,41493.23765
2020/8/18 5:56:19,266.024,1.08,41502.86672
2020/8/18 5:57:19,265.517,0.981,41515.00087
2020/8/18 5:58:19,265.006,0.861,41529.76357
2020/8/18 5:59:19,264.491,0.718,41547.27797
2020/8/18 6:00:19,263.974,0.552,41567.66549
2020/8/18 6:01:19,263.456,0.361,41591.0444
2020/8/18 6:02:19,262.937,0.145,41617.52842
2020/8/18 6:03:19,262.419,-0.097,41647.22524
2020/8/18 6:04:19,261.904,-0.366,41680.23502
2020/8/18 6:05:19,261.392,-0.663,41716.649
2020/8/18 6:06:19,260.885,-0.987,41756.548
2020/8/18 6:07:19,260.386,-1.341,41800.00111
2020/8/18 6:08:19,259.895,-1.723,41847.06427
2020/8/18 6:09:19,259.414,-2.135,41897.77911
2020/8/18 6:10:19,258.946,-2.576,41952.17159
2020/8/18 6:11:19,258.492,-3.047,42010.25098
2020/8/18 6:12:19,258.054,-3.547,42072.00884
2020/8/18 6:13:19,257.634,-4.077,42137.41807
2020/8/18 6:14:19,257.235,-4.635,42206.43214
2020/8/18 6:15:19,256.857,-5.221,42278.98442
2020/8/18 6:16:19,256.504,-5.834,42354.9876
2020/8/18 6:17:19,256.178,-6.474,42434.33333
2020/8/18 6:18:19,255.88,-7.14,42516.89197
2020/8/18 6:19:19,255.612,-7.829,42602.51239
2020/8/18 6:20:19,255.377,-8.542,42691.02207
2020/8/18 6:21:19,255.176,-9.277,42782.22722
2020/8/18 6:22:19,255.011,-10.031,42875.91312
2020/8/18 6:23:19,254.885,-10.804,42971.84456
2020/8/18 6:24:19,254.8,-11.593,43069.76645
2020/8/18 6:25:19,254.756,-12.396,43169.40451
2020/8/18 6:26:19,254.756,-13.212,43270.46612
2020/8/18 6:27:19,254.802,-14.037,43372.64132
2020/8/18 6:28:19,254.895,-14.87,43475.60383
2020/8/18 6:29:19,255.037,-15.707,43579.0123
2020/8/18 6:30:19,255.229,-16.547,43682.51153
2020/8/18 6:31:19,255.473,-17.387,43785.73385
2020/8/18 6:32:19,255.771,-18.223,43888.30056
2020/8/18 6:33:19,256.123,-19.052,43989.82343
2020/8/18 6:34:19,256.53,-19.872,44089.90626
2020/8/18 6:35:19,256.994,-20.679,44188.14653
2020/8/18 6:36:19,257.515,-21.471,44284.13697
2020/8/18 6:37:19,258.093,-22.243,44377.46734
2020/8/18 6:38:19,258.73,-22.992,44467.72607
2020/8/18 6:39:19,259.425,-23.715,44554.50199
2020/8/18 6:40:19,260.178,-24.408,44637.38612
2020/8/18 6:40:44,260.508,-24.686,44670.59364
2020/8/18 7:03:09,286.864,-25.035,44712.40654
2020/8/18 7:04:08,287.955,-24.228,44616.17354
2020/8/18 7:05:08,289.005,-23.344,44510.31941
2020/8/18 7:06:08,290.001,-22.392,44395.88235
2020/8/18 7:07:08,290.937,-21.376,44273.07351
2020/8/18 7:08:08,291.812,-20.297,44142.14232
2020/8/18 7:09:08,292.621,-19.159,44003.37683
2020/8/18 7:10:08,293.362,-17.963,43857.10414
2020/8/18 7:11:08,294.033,-16.714,43703.69065
2020/8/18 7:12:08,294.631,-15.414,43543.54213
2020/8/18 7:13:08,295.155,-14.066,43377.10371
2020/8/18 7:14:08,295.601,-12.675,43204.85968
2020/8/18 7:15:08,295.969,-11.243,43027.33315
2020/8/18 7:16:08,296.256,-9.774,42845.08554
2020/8/18 7:17:08,296.462,-8.273,42658.71581
2020/8/18 7:18:08,296.583,-6.743,42468.8596
2020/8/18 7:19:08,296.618,-5.188,42276.18793
2020/8/18 7:20:08,296.565,-3.612,42081.40585
2020/8/18 7:21:08,296.422,-2.021,41885.25071
2020/8/18 7:22:08,296.187,-0.419,41688.49014
2020/8/18 7:23:08,295.858,1.188,41491.91977
2020/8/18 7:24:08,295.433,2.796,41296.36056
2020/8/18 7:25:08,294.908,4.399,41102.65585
2020/8/18 7:26:08,294.282,5.99,40911.66798
2020/8/18 7:27:08,293.553,7.563,40724.2746
2020/8/18 7:28:08,292.717,9.111,40541.36463
2020/8/18 7:29:08,291.773,10.628,40363.83379
2020/8/18 7:30:08,290.719,12.104,40192.57981
2020/8/18 7:31:08,289.553,13.532,40028.49731
2020/8/18 7:32:08,288.275,14.904,39872.4723
2020/8/18 7:33:08,286.883,16.211,39725.37654
2020/8/18 7:34:08,285.38,17.443,39588.06145
2020/8/18 7:35:08,283.766,18.591,39461.35198
2020/8/18 7:36:08,282.044,19.646,39346.04034
2020/8/18 7:37:08,280.22,20.599,39242.87961
2020/8/18 7:38:08,278.298,21.44,39152.57739
2020/8/18 7:39:08,276.288,22.16,39075.78973
2020/8/18 7:40:08,274.198,22.752,39013.11489
2020/8/18 7:41:08,272.04,23.208,38965.08779
2020/8/18 7:42:08,269.827,23.521,38932.17471
2020/8/18 7:43:08,267.574,23.687,38914.76833
2020/8/18 7:44:08,265.295,23.701,38913.18361
2020/8/18 7:45:08,263.008,23.562,38927.6541
2020/8/18 7:46:08,260.728,23.268,38958.32916
2020/8/18 7:47:08,258.47,22.821,39005.27173
2020/8/18 7:48:08,256.252,22.223,39068.45722
2020/8/18 7:49:08,254.087,21.477,39147.77287
2020/8/18 7:50:08,251.987,20.589,39243.01835
2020/8/18 7:51:08,249.964,19.564,39353.90675
2020/8/18 7:52:08,248.028,18.41,39480.0668
2020/8/18 7:53:08,246.187,17.134,39621.04546
2020/8/18 7:54:08,244.446,15.744,39776.31142
2020/8/18 7:55:08,242.811,14.249,39945.25925
2020/8/18 7:56:08,241.284,12.657,40127.21377
2020/8/18 7:57:08,239.868,10.977,40321.43521
2020/8/18 7:58:08,238.563,9.218,40527.12463
2020/8/18 7:59:08,237.371,7.387,40743.42942
2020/8/18 8:00:08,236.29,5.492,40969.44921
2020/8/18 8:01:08,235.321,3.542,41204.2418
2020/8/18 8:02:08,234.462,1.542,41446.82907
2020/8/18 8:03:08,233.712,-0.498,41696.20283
2020/8/18 8:04:08,233.071,-2.574,41951.33067
2020/8/18 8:05:08,232.539,-4.679,42211.16152
2020/8/18 8:06:08,232.114,-6.806,42474.63113
2020/8/18 8:07:08,231.797,-8.95,42740.66719
2020/8/18 8:08:08,231.588,-11.106,43008.19427
2020/8/18 8:09:08,231.488,-13.268,43276.13851
2020/8/18 8:10:08,231.498,-15.431,43543.43191
2020/8/18 8:11:08,231.621,-17.59,43809.01647
2020/8/18 8:12:08,231.859,-19.74,44071.84795
2020/8/18 8:13:08,232.215,-21.875,44330.89934
2020/8/18 8:14:08,232.694,-23.991,44585.16416
2020/8/18 8:14:31,232.91,-24.793,44680.83217
2020/8/18 8:51:24,316.769,-24.872,44686.1333
2020/8/18 8:52:24,317.664,-22.45,44395.91285
2020/8/18 8:53:24,318.434,-19.959,44094.09462
2020/8/18 8:54:24,319.082,-17.413,43782.72624
2020/8/18 8:55:24,319.612,-14.816,43462.83537
2020/8/18 8:56:24,320.026,-12.171,43135.51085
2020/8/18 8:57:24,320.328,-9.483,42801.9019
2020/8/18 8:58:24,320.516,-6.754,42463.2169
2020/8/18 8:59:24,320.593,-3.989,42120.72174
2020/8/18 9:00:24,320.556,-1.19,41775.73772
2020/8/18 9:01:24,320.403,1.639,41429.6389
2020/8/18 9:02:24,320.13,4.493,41083.84879
2020/8/18 9:03:24,319.732,7.368,40739.83645
2020/8/18 9:04:24,319.203,10.259,40399.11171
2020/8/18 9:05:24,318.534,13.16,40063.21968
2020/8/18 9:06:24,317.714,16.065,39733.73425
2020/8/18 9:07:24,316.731,18.965,39412.25072
2020/8/18 9:08:24,315.571,21.853,39100.37738
2020/8/18 9:09:24,314.215,24.717,38799.72618
2020/8/18 9:10:24,312.645,27.545,38511.9022
2020/8/18 9:11:24,310.837,30.322,38238.49232
2020/8/18 9:12:24,308.766,33.032,37981.05298
2020/8/18 9:13:24,306.405,35.654,37741.09693
2020/8/18 9:14:24,303.724,38.164,37520.07964
2020/8/18 9:15:24,300.694,40.535,37319.38498
2020/8/18 9:16:24,297.291,42.736,37140.31092
