Time (UTCG),Azimuth (deg),Elevation (deg),Range (km)
2020/8/18 4:00:00,90.049,-44.573,59241.66531
2020/8/18 4:01:00,89.853,-44.497,59162.42415
2020/8/18 4:02:00,89.658,-44.42,59082.17913
2020/8/18 4:03:00,89.465,-44.343,59000.93231
2020/8/18 4:04:00,89.273,-44.264,58918.68577
2020/8/18 4:05:00,89.082,-44.185,58835.44161
2020/8/18 4:06:00,88.893,-44.105,58751.20197
2020/8/18 4:07:00,88.705,-44.024,58665.96901
2020/8/18 4:08:00,88.518,-43.942,58579.74493
2020/8/18 4:09:00,88.333,-43.86,58492.53195
2020/8/18 4:10:00,88.149,-43.776,58404.33233
2020/8/18 4:11:00,87.967,-43.692,58315.14833
2020/8/18 4:12:00,87.786,-43.607,58224.98227
2020/8/18 4:13:00,87.606,-43.521,58133.83649
2020/8/18 4:14:00,87.428,-43.435,58041.71337
2020/8/18 4:15:00,87.251,-43.347,57948.61529
2020/8/18 4:16:00,87.075,-43.259,57854.54468
2020/8/18 4:17:00,86.901,-43.17,57759.50401
2020/8/18 4:18:00,86.729,-43.08,57663.49575
2020/8/18 4:19:00,86.557,-42.99,57566.52244
2020/8/18 4:20:00,86.388,-42.899,57468.5866
2020/8/18 4:21:00,86.219,-42.806,57369.69083
2020/8/18 4:22:00,86.052,-42.714,57269.83772
2020/8/18 4:23:00,85.887,-42.62,57169.02992
2020/8/18 4:24:00,85.723,-42.526,57067.27009
2020/8/18 4:25:00,85.561,-42.431,56964.56094
2020/8/18 4:26:00,85.4,-42.335,56860.90518
2020/8/18 4:27:00,85.24,-42.239,56756.3056
2020/8/18 4:28:00,85.082,-42.141,56650.76496
2020/8/18 4:29:00,84.925,-42.043,56544.28611
2020/8/18 4:30:00,84.77,-41.945,56436.87196
2020/8/18 4:31:00,84.617,-41.846,56328.52526
2020/8/18 4:32:00,84.465,-41.746,56219.24898
2020/8/18 4:33:00,84.314,-41.645,56109.0461
2020/8/18 4:34:00,84.166,-41.543,55997.91957
2020/8/18 4:35:00,84.018,-41.441,55885.87242
2020/8/18 4:36:00,83.872,-41.339,55772.9077
2020/8/18 4:37:00,83.728,-41.235,55659.02847
2020/8/18 4:38:00,83.585,-41.131,55544.23785
2020/8/18 4:39:00,83.444,-41.026,55428.53899
2020/8/18 4:40:00,83.304,-40.921,55311.93506
2020/8/18 4:41:00,83.166,-40.815,55194.42926
2020/8/18 4:42:00,83.029,-40.708,55076.02484
2020/8/18 4:43:00,82.894,-40.601,54956.72508
2020/8/18 4:44:00,82.761,-40.493,54836.53328
2020/8/18 4:45:00,82.629,-40.384,54715.45279
2020/8/18 4:46:00,82.499,-40.275,54593.48699
2020/8/18 4:47:00,82.37,-40.165,54470.63928
2020/8/18 4:48:00,82.243,-40.055,54346.91312
2020/8/18 4:49:00,82.117,-39.944,54222.31199
2020/8/18 4:50:00,81.993,-39.832,54096.8394
2020/8/18 4:51:00,81.871,-39.72,53970.4989
2020/8/18 4:52:00,81.75,-39.607,53843.29409
2020/8/18 4:53:00,81.631,-39.494,53715.22858
2020/8/18 4:54:00,81.514,-39.38,53586.30603
2020/8/18 4:55:00,81.398,-39.265,53456.53014
2020/8/18 4:56:00,81.284,-39.15,53325.90465
2020/8/18 4:57:00,81.171,-39.035,53194.43332
2020/8/18 4:58:00,81.061,-38.918,53062.11995
2020/8/18 4:59:00,80.951,-38.802,52928.96839
2020/8/18 5:00:00,80.844,-38.684,52794.98253
2020/8/18 5:01:00,80.738,-38.567,52660.16628
2020/8/18 5:02:00,80.633,-38.448,52524.52359
2020/8/18 5:03:00,80.531,-38.329,52388.05848
2020/8/18 5:04:00,80.43,-38.21,52250.77496
2020/8/18 5:05:00,80.331,-38.09,52112.67722
2020/8/18 5:06:00,80.233,-37.97,51973.76918
2020/8/18 5:07:00,80.137,-37.849,51834.05508
2020/8/18 5:08:00,80.043,-37.727,51693.53913
2020/8/18 5:09:00,79.951,-37.605,51552.22555
2020/8/18 5:10:00,79.86,-37.483,51410.11863
2020/8/18 5:11:00,79.771,-37.36,51267.22269
2020/8/18 5:12:00,79.683,-37.237,51123.54209
2020/8/18 5:13:00,79.598,-37.113,50979.08122
2020/8/18 5:14:00,79.514,-36.989,50833.84455
2020/8/18 5:15:00,79.432,-36.864,50687.83655
2020/8/18 5:16:00,79.351,-36.739,50541.06177
2020/8/18 5:17:00,79.272,-36.613,50393.52478
2020/8/18 5:18:00,79.196,-36.487,50245.23021
2020/8/18 5:19:00,79.12,-36.36,50096.18271
2020/8/18 5:20:00,79.047,-36.233,49946.38702
2020/8/18 5:21:00,78.975,-36.106,49795.84788
2020/8/18 5:22:00,78.905,-35.978,49644.57011
2020/8/18 5:23:00,78.837,-35.85,49492.55856
2020/8/18 5:24:00,78.771,-35.721,49339.81814
2020/8/18 5:25:00,78.707,-35.592,49186.35379
2020/8/18 5:26:00,78.644,-35.463,49032.17051
2020/8/18 5:27:00,78.583,-35.333,48877.27336
2020/8/18 5:28:00,78.524,-35.203,48721.66743
2020/8/18 5:29:00,78.467,-35.072,48565.35788
2020/8/18 5:30:00,78.411,-34.941,48408.34991
2020/8/18 5:31:00,78.358,-34.81,48250.64878
2020/8/18 5:32:00,78.306,-34.678,48092.25979
2020/8/18 5:33:00,78.256,-34.546,47933.1883
