Time (UTCG),Azimuth (deg),Elevation (deg),Range (km)
2020/8/18 4:00:00,182.198,43.395,36920.42786
2020/8/18 4:01:00,182.287,39.469,37241.29435
2020/8/18 4:02:00,182.373,35.582,37580.66615
2020/8/18 4:03:00,182.457,31.734,37936.79001
2020/8/18 4:04:00,182.542,27.928,38307.88284
2020/8/18 4:05:00,182.629,24.162,38692.14542
2020/8/18 4:06:00,182.718,20.437,39087.77462
2020/8/18 4:07:00,182.811,16.753,39492.97446
2020/8/18 4:08:00,182.909,13.11,39905.96579
2020/8/18 4:09:00,183.012,9.507,40324.99453
2020/8/18 4:10:00,183.122,5.942,40748.33893
2020/8/18 4:11:00,183.239,2.416,41174.31547
2020/8/18 4:12:00,183.366,-1.072,41601.2839
2020/8/18 4:13:00,183.502,-4.524,42027.65121
2020/8/18 4:14:00,183.65,-7.941,42451.87492
2020/8/18 4:15:00,183.811,-11.324,42872.46554
2020/8/18 4:16:00,183.986,-14.675,43287.98852
2020/8/18 4:17:00,184.178,-17.994,43697.06565
2020/8/18 4:18:00,184.39,-21.282,44098.37607
2020/8/18 4:19:00,184.623,-24.542,44490.65691
2020/8/18 4:19:12,184.672,-25.182,44566.92148
2020/8/18 5:01:15,348.374,-24.836,44526.86569
2020/8/18 5:02:14,348.394,-21.658,44145.99712
2020/8/18 5:03:14,348.373,-18.416,43752.0675
2020/8/18 5:04:14,348.31,-15.149,43350.92787
2020/8/18 5:05:14,348.206,-11.857,42943.89566
2020/8/18 5:06:14,348.06,-8.538,42532.34191
2020/8/18 5:07:14,347.871,-5.191,42117.68974
2020/8/18 5:08:14,347.636,-1.818,41701.41246
2020/8/18 5:09:14,347.353,1.583,41285.03109
2020/8/18 5:10:14,347.017,5.011,40870.1112
2020/8/18 5:11:14,346.624,8.467,40458.25907
2020/8/18 5:12:14,346.167,11.95,40051.11698
2020/8/18 5:13:14,345.638,15.458,39650.35759
2020/8/18 5:14:14,345.028,18.99,39257.67735
2020/8/18 5:15:14,344.325,22.545,38874.78882
2020/8/18 5:16:14,343.514,26.119,38503.41194
2020/8/18 5:17:14,342.575,29.709,38145.264
2020/8/18 5:18:14,341.487,33.309,37802.04877
2020/8/18 5:19:14,340.217,36.914,37475.44423
2020/8/18 5:20:14,338.728,40.515,37167.08937
2020/8/18 5:21:14,336.969,44.101,36878.57031
2020/8/18 5:22:14,334.875,47.658,36611.40536
2020/8/18 5:23:14,332.359,51.166,36367.02999
2020/8/18 5:24:14,329.305,54.599,36146.78123
2020/8/18 5:25:14,325.561,57.921,35951.88266
2020/8/18 5:26:14,320.927,61.081,35783.42949
2020/8/18 5:27:14,315.154,64.008,35642.37495
2020/8/18 5:28:14,307.962,66.603,35529.51768
2020/8/18 5:29:14,299.113,68.734,35445.49108
2020/8/18 5:30:14,288.581,70.242,35390.7545
2020/8/18 5:31:14,276.772,70.976,35365.58701
2020/8/18 5:32:14,264.591,70.843,35370.08353
2020/8/18 5:33:14,253.118,69.864,35404.15386
2020/8/18 5:34:14,243.114,68.158,35467.5243
2020/8/18 5:35:14,234.827,65.884,35559.7421
2020/8/18 5:36:14,228.14,63.197,35680.18238
2020/8/18 5:37:14,222.789,60.218,35828.0573
2020/8/18 5:38:14,218.5,57.035,36002.4273
2020/8/18 5:39:14,215.037,53.714,36202.21385
2020/8/18 5:40:14,212.219,50.299,36426.21355
2020/8/18 5:41:14,209.905,46.823,36673.11285
2020/8/18 5:42:14,207.99,43.31,36941.50344
2020/8/18 5:43:14,206.395,39.778,37229.89742
2020/8/18 5:44:14,205.061,36.239,37536.74249
2020/8/18 5:45:14,203.941,32.703,37860.43633
2020/8/18 5:46:14,203,29.179,38199.34045
2020/8/18 5:47:14,202.211,25.671,38551.79289
2020/8/18 5:48:14,201.553,22.185,38916.12003
2020/8/18 5:49:14,201.009,18.724,39290.64731
2020/8/18 5:50:14,200.565,15.29,39673.70858
2020/8/18 5:51:14,200.212,11.885,40063.65463
2020/8/18 5:52:14,199.942,8.512,40458.86043
2020/8/18 5:53:14,199.747,5.171,40857.73141
2020/8/18 5:54:14,199.625,1.862,41258.70884
2020/8/18 5:55:14,199.571,-1.413,41660.27424
2020/8/18 5:56:14,199.584,-4.655,42060.95309
2020/8/18 5:57:14,199.663,-7.862,42459.31787
2020/8/18 5:58:14,199.807,-11.036,42853.99048
2020/8/18 5:59:14,200.019,-14.175,43243.64412
2020/8/18 6:00:14,200.3,-17.28,43627.0048
2020/8/18 6:01:14,200.654,-20.351,44002.85243
2020/8/18 6:02:14,201.086,-23.386,44370.02168
2020/8/18 6:02:48,201.364,-25.07,44571.44918
2020/8/18 6:44:30,332.647,-24.741,44542.2663
2020/8/18 6:45:30,332.922,-21.861,44197.50064
2020/8/18 6:46:30,333.107,-18.943,43843.44133
2020/8/18 6:47:30,333.206,-16.002,43483.11414
2020/8/18 6:48:30,333.22,-13.041,43117.69623
2020/8/18 6:49:30,333.15,-10.061,42748.40681
2020/8/18 6:50:30,332.997,-7.062,42376.50541
2020/8/18 6:51:30,332.76,-4.047,42003.28942
2020/8/18 6:52:30,332.436,-1.018,41630.09153
2020/8/18 6:53:30,332.022,2.024,41258.27636
2020/8/18 6:54:30,331.513,5.076,40889.23671
2020/8/18 6:55:30,330.903,8.135,40524.38907
2020/8/18 6:56:30,330.185,11.196,40165.16851
2020/8/18 6:57:30,329.349,14.257,39813.02288
2020/8/18 6:58:30,328.385,17.312,39469.40629
2020/8/18 6:59:30,327.279,20.355,39135.77182
2020/8/18 7:00:30,326.015,23.378,38813.56344
2020/8/18 7:01:30,324.577,26.372,38504.20743
2020/8/18 7:02:30,322.941,29.328,38209.10296
2020/8/18 7:03:30,321.085,32.233,37929.61203
2020/8/18 7:04:30,318.979,35.071,37667.04918
2020/8/18 7:05:30,316.594,37.825,37422.67055
2020/8/18 7:06:30,313.895,40.474,37197.66305
2020/8/18 7:07:30,310.846,42.992,36993.13315
2020/8/18 7:08:30,307.414,45.351,36810.09634
2020/8/18 7:09:30,303.568,47.518,36649.46654
2020/8/18 7:10:30,299.288,49.455,36512.04659
2020/8/18 7:11:30,294.571,51.122,36398.51934
2020/8/18 7:12:30,289.441,52.479,36309.44012
2020/8/18 7:13:30,283.954,53.488,36245.23033
2020/8/18 7:14:30,278.202,54.117,36206.17281
2020/8/18 7:15:30,272.307,54.346,36192.40859
2020/8/18 7:16:30,266.412,54.166,36203.93573
2020/8/18 7:17:30,260.659,53.587,36240.60961
2020/8/18 7:18:30,255.172,52.629,36302.14534
2020/8/18 7:19:30,250.045,51.325,36388.12159
2020/8/18 7:20:30,245.333,49.713,36497.98626
2020/8/18 7:21:30,241.062,47.836,36631.06342
2020/8/18 7:22:30,237.229,45.733,36786.56154
2020/8/18 7:23:30,233.815,43.442,36963.58275
2020/8/18 7:24:30,230.79,40.997,37161.1328
2020/8/18 7:25:30,228.121,38.426,37378.13168
2020/8/18 7:26:30,225.77,35.755,37613.42434
2020/8/18 7:27:30,223.706,33.005,37865.79172
2020/8/18 7:28:30,221.896,30.194,38133.96142
2020/8/18 7:29:30,220.314,27.337,38416.61832
2020/8/18 7:30:30,218.934,24.447,38712.41454
2020/8/18 7:31:30,217.737,21.535,39019.97898
2020/8/18 7:32:30,216.702,18.609,39337.92632
2020/8/18 7:33:30,215.817,15.677,39664.86508
2020/8/18 7:34:30,215.066,12.744,39999.40523
2020/8/18 7:35:30,214.44,9.817,40340.16491
2020/8/18 7:36:30,213.93,6.9,40685.77663
2020/8/18 7:37:30,213.529,3.996,41034.89253
2020/8/18 7:38:30,213.23,1.109,41386.18922
2020/8/18 7:39:30,213.029,-1.758,41738.3719
2020/8/18 7:40:30,212.924,-4.602,42090.17797
2020/8/18 7:41:30,212.912,-7.422,42440.38009
2020/8/18 7:42:30,212.992,-10.215,42787.78882
2020/8/18 7:43:30,213.165,-12.979,43131.25484
2020/8/18 7:44:30,213.432,-15.712,43469.67077
2020/8/18 7:45:30,213.794,-18.412,43801.97272
2020/8/18 7:46:30,214.257,-21.077,44127.14151
2020/8/18 7:47:30,214.823,-23.704,44444.2037
2020/8/18 7:47:56,215.098,-24.811,44576.53453
2020/8/18 8:29:08,321.209,-24.69,44579.44788
2020/8/18 8:30:08,321.688,-22.21,44282.77977
2020/8/18 8:31:08,322.064,-19.687,43977.24698
2020/8/18 8:32:08,322.336,-17.138,43665.79267
2020/8/18 8:33:08,322.509,-14.568,43349.39307
2020/8/18 8:34:08,322.584,-11.978,43029.05793
2020/8/18 8:35:08,322.563,-9.371,42705.82883
2020/8/18 8:36:08,322.447,-6.751,42380.77708
