Time (UTCG),Azimuth (deg),Elevation (deg),Range (km)
2020/8/18 4:00:00,237.22,58.341,36061.67362
2020/8/18 4:01:00,231.53,55.553,36222.24658
2020/8/18 4:02:00,226.806,52.478,36414.06956
2020/8/18 4:03:00,222.896,49.194,36635.70322
2020/8/18 4:04:00,219.656,45.759,36885.53152
2020/8/18 4:05:00,216.966,42.219,37161.78465
2020/8/18 4:06:00,214.724,38.608,37462.5631
2020/8/18 4:07:00,212.853,34.952,37785.8612
2020/8/18 4:08:00,211.29,31.271,38129.59054
2020/8/18 4:09:00,209.986,27.579,38491.6019
2020/8/18 4:10:00,208.901,23.889,38869.70613
2020/8/18 4:11:00,208.005,20.21,39261.69301
2020/8/18 4:12:00,207.275,16.549,39665.34859
2020/8/18 4:13:00,206.692,12.911,40078.47045
2020/8/18 4:14:00,206.241,9.302,40498.88104
2020/8/18 4:15:00,205.911,5.724,40924.43939
2020/8/18 4:16:00,205.694,2.18,41353.05089
2020/8/18 4:17:00,205.584,-1.327,41782.6756
2020/8/18 4:18:00,205.577,-4.795,42211.33509
2020/8/18 4:19:00,205.672,-8.224,42637.11805
2020/8/18 4:20:00,205.869,-11.611,43058.18468
2020/8/18 4:21:00,206.169,-14.956,43472.77032
2020/8/18 4:22:00,206.577,-18.255,43879.18804
2020/8/18 4:23:00,207.098,-21.509,44275.83076
2020/8/18 4:24:00,207.74,-24.715,44661.17269
2020/8/18 4:24:07,207.825,-25.092,44706.14578
2020/8/18 5:00:35,325.413,-24.833,44677.43857
2020/8/18 5:01:35,325.812,-21.795,44313.56226
2020/8/18 5:02:35,326.079,-18.709,43938.87899
2020/8/18 5:03:35,326.217,-15.596,43557.04585
2020/8/18 5:04:35,326.229,-12.459,43169.69271
2020/8/18 5:05:35,326.118,-9.303,42778.5106
2020/8/18 5:06:35,325.883,-6.131,42385.24798
2020/8/18 5:07:35,325.523,-2.948,41991.70579
2020/8/18 5:08:35,325.033,0.243,41599.73186
2020/8/18 5:09:35,324.409,3.436,41211.21415
2020/8/18 5:10:35,323.642,6.624,40828.07288
2020/8/18 5:11:35,322.723,9.801,40452.25146
2020/8/18 5:12:35,321.641,12.959,40085.70611
2020/8/18 5:13:35,320.383,16.086,39730.39415
2020/8/18 5:14:35,318.931,19.173,39388.26101
2020/8/18 5:15:35,317.267,22.205,39061.22579
2020/8/18 5:16:35,315.372,25.167,38751.16575
2020/8/18 5:17:35,313.222,28.039,38459.89976
2020/8/18 5:18:35,310.793,30.801,38189.17069
2020/8/18 5:19:35,308.062,33.427,37940.62744
2020/8/18 5:20:35,305.007,35.889,37715.8066
2020/8/18 5:21:35,301.609,38.155,37516.11432
2020/8/18 5:22:35,297.86,40.191,37342.80876
2020/8/18 5:23:35,293.762,41.961,37196.98359
2020/8/18 5:24:35,289.336,43.428,37079.55318
2020/8/18 5:25:35,284.625,44.557,36991.23962
2020/8/18 5:26:35,279.691,45.321,36932.56245
2020/8/18 5:27:35,274.622,45.698,36903.83097
2020/8/18 5:28:35,269.515,45.678,36905.13994
2020/8/18 5:29:35,264.476,45.264,36936.3683
2020/8/18 5:30:35,259.6,44.469,36997.18143
2020/8/18 5:31:35,254.969,43.318,37087.03642
2020/8/18 5:32:35,250.642,41.842,37205.19077
2020/8/18 5:33:35,246.657,40.076,37350.71335
2020/8/18 5:34:35,243.028,38.059,37522.4983
2020/8/18 5:35:35,239.756,35.827,37719.2803
2020/8/18 5:36:35,236.831,33.414,37939.65181
2020/8/18 5:37:35,234.232,30.852,38182.08073
2020/8/18 5:38:35,231.937,28.168,38444.92916
2020/8/18 5:39:35,229.923,25.388,38726.4715
2020/8/18 5:40:35,228.166,22.531,39024.9129
2020/8/18 5:41:35,226.644,19.616,39338.40638
2020/8/18 5:42:35,225.338,16.66,39665.06955
2020/8/18 5:43:35,224.231,13.674,40002.99986
2020/8/18 5:44:35,223.306,10.672,40350.28862
2020/8/18 5:45:35,222.551,7.662,40705.03383
2020/8/18 5:46:35,221.956,4.654,41065.35154
2020/8/18 5:47:35,221.511,1.654,41429.38583
2020/8/18 5:48:35,221.21,-1.331,41795.31755
2020/8/18 5:49:35,221.049,-4.294,42161.3719
2020/8/18 5:50:35,221.024,-7.231,42525.82476
2020/8/18 5:51:35,221.133,-10.136,42887.00811
2020/8/18 5:52:35,221.377,-13.005,43243.31451
2020/8/18 5:53:35,221.757,-15.832,43593.20079
2020/8/18 5:54:35,222.276,-18.613,43935.19101
2020/8/18 5:55:35,222.938,-21.343,44267.87889
2020/8/18 5:56:35,223.751,-24.017,44589.92967
2020/8/18 5:57:01,224.153,-25.162,44726.50232
2020/8/18 6:30:33,311.23,-24.853,44687.84439
2020/8/18 6:31:33,311.913,-22.326,44385.47713
2020/8/18 6:32:33,312.44,-19.756,44074.29148
2020/8/18 6:33:33,312.817,-17.151,43755.93158
2020/8/18 6:34:33,313.049,-14.518,43431.82542
2020/8/18 6:35:33,313.138,-11.863,43103.45279
2020/8/18 6:36:33,313.087,-9.192,42772.34133
2020/8/18 6:37:33,312.895,-6.512,42440.06167
2020/8/18 6:38:33,312.562,-3.829,42108.22203
2020/8/18 6:39:33,312.087,-1.151,41778.46201
2020/8/18 6:40:33,311.465,1.515,41452.44558
2020/8/18 6:41:33,310.694,4.159,41131.85316
2020/8/18 6:42:33,309.767,6.774,40818.37283
2020/8/18 6:43:33,308.679,9.348,40513.69057
2020/8/18 6:44:33,307.423,11.871,40219.47961
2020/8/18 6:45:33,305.991,14.329,39937.38895
2020/8/18 6:46:33,304.377,16.709,39669.03088
2020/8/18 6:47:33,302.573,18.996,39415.96803
2020/8/18 6:48:33,300.573,21.174,39179.69975
2020/8/18 6:49:33,298.372,23.225,38961.64803
2020/8/18 6:50:33,295.968,25.129,38763.14353
2020/8/18 6:51:33,293.363,26.868,38585.41144
2020/8/18 6:52:33,290.563,28.422,38429.55805
2020/8/18 6:53:33,287.578,29.77,38296.55782
2020/8/18 6:54:33,284.428,30.896,38187.24171
2020/8/18 6:55:33,281.137,31.78,38102.2868
2020/8/18 6:56:33,277.736,32.411,38042.20759
2020/8/18 6:57:33,274.262,32.778,38007.34931
2020/8/18 6:58:33,270.757,32.874,37997.88335
2020/8/18 6:59:33,267.264,32.7,38013.80504
2020/8/18 7:00:33,263.824,32.259,38054.93377
2020/8/18 7:01:33,260.479,31.56,38120.91558
2020/8/18 7:02:33,257.261,30.614,38211.22795
2020/8/18 7:03:33,254.2,29.439,38325.18694
2020/8/18 7:04:33,251.317,28.053,38461.95602
2020/8/18 7:05:33,248.627,26.474,38620.55696
2020/8/18 7:06:33,246.139,24.723,38799.88167
2020/8/18 7:07:33,243.857,22.821,38998.70562
2020/8/18 7:08:33,241.78,20.787,39215.70144
2020/8/18 7:09:33,239.904,18.64,39449.45349
2020/8/18 7:10:33,238.225,16.396,39698.47205
2020/8/18 7:11:33,236.736,14.072,39961.20777
2020/8/18 7:12:33,235.429,11.684,40236.06547
2020/8/18 7:13:33,234.297,9.243,40521.4173
2020/8/18 7:14:33,233.332,6.762,40815.61548
2020/8/18 7:15:33,232.528,4.253,41117.00383
2020/8/18 7:16:33,231.88,1.725,41423.92854
2020/8/18 7:17:33,231.381,-0.813,41734.74796
2020/8/18 7:18:33,231.029,-3.352,42047.84129
2020/8/18 7:19:33,230.82,-5.884,42361.61653
2020/8/18 7:20:33,230.752,-8.403,42674.5173
2020/8/18 7:21:33,230.824,-10.9,42985.02883
2020/8/18 7:22:33,231.036,-13.371,43291.68319
2020/8/18 7:23:33,231.389,-15.807,43593.06374
2020/8/18 7:24:33,231.885,-18.202,43887.80889
2020/8/18 7:25:33,232.526,-20.551,44174.61528
2020/8/18 7:26:33,233.317,-22.845,44452.24045
2020/8/18 7:27:33,234.262,-25.078,44719.50509
2020/8/18 7:27:36,234.311,-25.183,44731.95804
2020/8/18 7:58:29,304.762,-24.736,44674.13156
2020/8/18 7:59:29,305.639,-22.527,44409.48731
2020/8/18 8:00:29,306.366,-20.25,44133.93105
2020/8/18 8:01:29,306.943,-17.925,43850.03391
2020/8/18 8:02:29,307.374,-15.558,43559.07952
2020/8/18 8:03:29,307.66,-13.157,43262.40742
2020/8/18 8:04:29,307.805,-10.728,42961.40963
