Time (UTCG),Azimuth (deg),Elevation (deg),Range (km)
2020/8/18 4:00:00,88.205,51.032,36516.29246
2020/8/18 4:01:00,94.35,50.953,36521.86701
2020/8/18 4:02:00,100.384,50.388,36560.30157
2020/8/18 4:03:00,106.158,49.36,36631.32206
2020/8/18 4:04:00,111.554,47.908,36734.41303
2020/8/18 4:05:00,116.497,46.078,36868.82601
2020/8/18 4:06:00,120.957,43.924,37033.59128
2020/8/18 4:07:00,124.932,41.497,37227.53285
2020/8/18 4:08:00,128.445,38.844,37449.28591
2020/8/18 4:09:00,131.53,36.008,37697.31614
2020/8/18 4:10:00,134.226,33.026,37969.94062
2020/8/18 4:11:00,136.575,29.929,38265.34903
2020/8/18 4:12:00,138.613,26.744,38581.62551
2020/8/18 4:13:00,140.376,23.492,38916.76971
2020/8/18 4:14:00,141.894,20.192,39268.71748
2020/8/18 4:15:00,143.193,16.858,39635.36012
2020/8/18 4:16:00,144.295,13.504,40014.56256
2020/8/18 4:17:00,145.219,10.139,40404.1799
2020/8/18 4:18:00,145.98,6.773,40802.07224
2020/8/18 4:19:00,146.591,3.412,41206.11814
2020/8/18 4:20:00,147.06,0.062,41614.22626
2020/8/18 4:21:00,147.396,-3.272,42024.34548
2020/8/18 4:22:00,147.602,-6.585,42434.47364
2020/8/18 4:23:00,147.683,-9.873,42842.66487
2020/8/18 4:24:00,147.64,-13.133,43247.03578
2020/8/18 4:25:00,147.47,-16.361,43645.77049
2020/8/18 4:26:00,147.171,-19.555,44037.12476
2020/8/18 4:27:00,146.739,-22.711,44419.42928
2020/8/18 4:27:40,146.369,-24.807,44670.31389
2020/8/18 5:03:19,31.762,-24.889,44685.46805
2020/8/18 5:04:18,31.168,-21.758,44310.34944
2020/8/18 5:05:18,30.701,-18.542,43919.51023
2020/8/18 5:06:18,30.363,-15.284,43519.30201
2020/8/18 5:07:18,30.147,-11.985,43111.40635
2020/8/18 5:08:18,30.051,-8.649,42697.58493
2020/8/18 5:09:18,30.075,-5.278,42279.67659
2020/8/18 5:10:18,30.218,-1.875,41859.5936
2020/8/18 5:11:18,30.484,1.557,41439.31696
2020/8/18 5:12:18,30.879,5.014,41020.89063
2020/8/18 5:13:18,31.409,8.492,40606.41441
2020/8/18 5:14:18,32.085,11.986,40198.03547
2020/8/18 5:15:18,32.92,15.49,39797.93834
2020/8/18 5:16:18,33.931,18.996,39408.33314
2020/8/18 5:17:18,35.138,22.496,39031.44216
2020/8/18 5:18:18,36.568,25.977,38669.48466
2020/8/18 5:19:18,38.25,29.427,38324.65957
2020/8/18 5:20:18,40.223,32.827,37999.12695
2020/8/18 5:21:18,42.532,36.156,37694.98736
2020/8/18 5:22:18,45.228,39.388,37414.26034
2020/8/18 5:23:18,48.371,42.489,37158.86147
2020/8/18 5:24:18,52.025,45.418,36930.57936
2020/8/18 5:25:18,56.256,48.126,36731.05211
2020/8/18 5:26:18,61.118,50.556,36561.74485
2020/8/18 5:27:18,66.643,52.641,36423.92822
2020/8/18 5:28:18,72.813,54.309,36318.65894
2020/8/18 5:29:18,79.545,55.492,36246.76302
2020/8/18 5:30:18,86.675,56.132,36208.82221
2020/8/18 5:31:18,93.97,56.196,36205.16426
2020/8/18 5:32:18,101.166,55.678,36235.8573
2020/8/18 5:33:18,108.017,54.606,36300.70872
2020/8/18 5:34:18,114.341,53.033,36399.26837
2020/8/18 5:35:18,120.036,51.024,36530.83619
2020/8/18 5:36:18,125.071,48.651,36694.47373
2020/8/18 5:37:18,129.468,45.982,36889.0193
2020/8/18 5:38:18,133.278,43.077,37113.10602
2020/8/18 5:39:18,136.565,39.986,37365.1822
2020/8/18 5:40:18,139.394,36.753,37643.53324
2020/8/18 5:41:18,141.826,33.412,37946.30469
2020/8/18 5:42:18,143.915,29.991,38271.52527
2020/8/18 5:43:18,145.709,26.513,38617.12999
2020/8/18 5:44:18,147.246,22.996,38980.98208
2020/8/18 5:45:18,148.559,19.454,39360.89418
2020/8/18 5:46:18,149.676,15.899,39754.6477
2020/8/18 5:47:18,150.618,12.342,40160.01079
2020/8/18 5:48:18,151.405,8.788,40574.75447
2020/8/18 5:49:18,152.049,5.246,40996.66681
2020/8/18 5:50:18,152.562,1.718,41423.56565
2020/8/18 5:51:18,152.954,-1.79,41853.30932
2020/8/18 5:52:18,153.231,-5.275,42283.80592
2020/8/18 5:53:18,153.396,-8.734,42713.02105
2020/8/18 5:54:18,153.452,-12.166,43138.98434
2020/8/18 5:55:18,153.399,-15.568,43559.79462
2020/8/18 5:56:18,153.236,-18.939,43973.62423
2020/8/18 5:57:18,152.958,-22.276,44378.72229
2020/8/18 5:58:07,152.641,-24.977,44702.14002
2020/8/18 6:34:36,23.586,-24.975,44703.25101
2020/8/18 6:35:36,23.073,-21.594,44298.02845
2020/8/18 6:36:36,22.67,-18.168,43881.19309
2020/8/18 6:37:36,22.37,-14.699,43454.65914
2020/8/18 6:38:36,22.168,-11.189,43020.18023
2020/8/18 6:39:36,22.061,-7.638,42579.59619
2020/8/18 6:40:36,22.048,-4.047,42134.83051
2020/8/18 6:41:36,22.129,-0.417,41687.88699
2020/8/18 6:42:36,22.307,3.252,41240.84535
2020/8/18 6:43:36,22.588,6.956,40795.8557
2020/8/18 6:44:36,22.977,10.696,40355.1315
2020/8/18 6:45:36,23.485,14.468,39920.9411
2020/8/18 6:46:36,24.124,18.268,39495.59747
2020/8/18 6:47:36,24.912,22.093,39081.44606
2020/8/18 6:48:36,25.869,25.937,38680.85063
2020/8/18 6:49:36,27.025,29.792,38296.17706
2020/8/18 6:50:36,28.414,33.649,37929.77482
2020/8/18 6:51:36,30.085,37.495,37583.95671
2020/8/18 6:52:36,32.096,41.313,37260.97624
2020/8/18 6:53:36,34.527,45.081,36963.00385
2020/8/18 6:54:36,37.48,48.769,36692.10133
2020/8/18 6:55:36,41.088,52.336,36450.19593
2020/8/18 6:56:36,45.515,55.728,36239.05391
2020/8/18 6:57:36,50.961,58.868,36060.25504
2020/8/18 6:58:36,57.638,61.658,35915.16808
2020/8/18 6:59:36,65.71,63.968,35804.92877
2020/8/18 7:00:36,75.183,65.648,35730.42065
2020/8/18 7:01:36,85.759,66.552,35692.25975
2020/8/18 7:02:36,96.785,66.585,35690.7836
2020/8/18 7:03:36,107.433,65.742,35726.04515
2020/8/18 7:04:36,117.025,64.112,35797.81186
2020/8/18 7:05:36,125.232,61.837,35905.56988
2020/8/18 7:06:36,132.041,59.067,36048.53326
2020/8/18 7:07:36,137.608,55.934,36225.65771
2020/8/18 7:08:36,142.145,52.541,36435.6584
2020/8/18 7:09:36,145.852,48.963,36677.03097
2020/8/18 7:10:36,148.898,45.257,36948.07507
2020/8/18 7:11:36,151.418,41.466,37246.91953
2020/8/18 7:12:36,153.518,37.619,37571.5483
2020/8/18 7:13:36,155.278,33.739,37919.82662
2020/8/18 7:14:36,156.76,29.844,38289.52639
2020/8/18 7:15:36,158.013,25.946,38678.35073
2020/8/18 7:16:36,159.074,22.055,39083.95664
2020/8/18 7:17:36,159.972,18.179,39503.97617
2020/8/18 7:18:36,160.73,14.324,39936.03538
2020/8/18 7:19:36,161.366,10.493,40377.77114
2020/8/18 7:20:36,161.894,6.689,40826.84609
2020/8/18 7:21:36,162.326,2.915,41280.96131
2020/8/18 7:22:36,162.67,-0.827,41737.86716
2020/8/18 7:23:36,162.931,-4.538,42195.37238
2020/8/18 7:24:36,163.115,-8.215,42651.35153
2020/8/18 7:25:36,163.224,-11.86,43103.75107
2020/8/18 7:26:36,163.26,-15.472,43550.59409
2020/8/18 7:27:36,163.221,-19.05,43989.98408
2020/8/18 7:28:36,163.107,-22.597,44420.1077
2020/8/18 7:29:17,162.983,-25.013,44709.16793
2020/8/18 8:06:38,12.079,-24.974,44701.46667
2020/8/18 8:07:37,11.74,-21.422,44275.40146
2020/8/18 8:08:37,11.46,-17.797,43833.9326
2020/8/18 8:09:37,11.237,-14.133,43382.76783
2020/8/18 8:10:37,11.067,-10.428,42923.74155
2020/8/18 8:11:37,10.948,-6.68,42458.77848
2020/8/18 8:12:37,10.878,-2.889,41989.8912
2020/8/18 8:13:37,10.857,0.945,41519.17701
2020/8/18 8:14:37,10.885,4.825,41048.81358
2020/8/18 8:15:37,10.965,8.751,40581.05333
2020/8/18 8:16:37,11.1,12.723,40118.21631
2020/8/18 8:17:37,11.294,16.742,39662.68136
2020/8/18 8:18:37,11.554,20.807,39216.87538
2020/8/18 8:19:37,11.89,24.918,38783.26046
2020/8/18 8:20:37,12.314,29.074,38364.31877
2020/8/18 8:21:37,12.843,33.273,37962.53517
2020/8/18 8:22:37,13.499,37.511,37580.37721
2020/8/18 8:23:37,14.316,41.785,37220.27308
2020/8/18 8:24:37,15.337,46.09,36884.58706
2020/8/18 8:25:37,16.629,50.416,36575.59339
2020/8/18 8:26:37,18.288,54.754,36295.44841
2020/8/18 8:27:37,20.468,59.085,36046.16208
2020/8/18 8:28:37,23.415,63.384,35829.56916
2020/8/18 8:29:37,27.553,67.606,35647.30116
2020/8/18 8:30:37,33.646,71.674,35500.75996
2020/8/18 8:31:37,43.123,75.426,35391.09388
2020/8/18 8:32:37,58.468,78.523,35319.17738
2020/8/18 8:33:37,81.962,80.291,35285.59509
2020/8/18 8:34:37,109.187,79.988,35290.63089
2020/8/18 8:35:37,130.452,77.767,35334.26254
